"Total","Facebook Campaign Name","Campaign Id","Campaign Owner","Date","Viewable Impressions","Facebook Clicks","Strategis Impressions","S1 Searches","Conversions","S1 Clicks","Conversion Rate","Frequency","Revenue","Spent","Margin"
"Total","sis6bn068d_HomeAssistance_1008_Facebook_KnowledgeWarehouse_TJ","sis6bn068d","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sis6bn068d_HomeAssistance_1008_Facebook_KnowledgeWarehouse_TJ","sis6bn068d","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sis6bn068d_HomeAssistance_1008_Facebook_KnowledgeWarehouse_TJ","sis6bn068d","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sis6bn068d_HomeAssistance_1008_Facebook_KnowledgeWarehouse_TJ","sis6bn068d","tj","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sis6bn068d_HomeAssistance_1008_Facebook_KnowledgeWarehouse_TJ","sis6bn068d","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sis6bn068d_HomeAssistance_1008_Facebook_KnowledgeWarehouse_TJ","sis6bn068d","tj","2025-10-08",145,7,42,4,1,3,0.42857142857142855,1.0740740740740742,2.336439,5.78,-3.4435610000000003
"Total","sis6bn068d_HomeAssistance_1008_Facebook_KnowledgeWarehouse_TJ","sis6bn068d","tj","2025-10-09",691,57,54,41,21,23,0.40350877192982454,1.2230088495575222,16.7913667948,25.99,-9.1986332052
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE",,,,2413,120,239,32,10,17,0.14166666666666666,1.004579517069109,24.428868,61.82,-37.391132
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sia345067z","mike","2025-10-02",0,0,55,0,0,0,0,0,0,0,0
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike",,2413,120,184,32,10,17,0.14166666666666666,1.004579517069109,24.428868,61.82,-37.391132
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-02",181,11,78,8,1,6,0.5454545454545454,1.0168539325842696,8.948832,10.08,-1.1311680000000006
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-03",2232,109,105,24,9,11,0.10091743119266056,1.0035971223021583,15.480036,51.74,-36.259964000000004
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-04",0,0,1,0,0,0,0,0,0,0,0
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sish1br06n1_1001_DiabetesStudy_KnowledgeWarehouse_Android_MIKE","sish1br06n1","mike","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sisq1a2060v_0516_SmokingTrials_(NoPaidTest)_FB_TriviaLibrary_RSOC_AUBH","sisq1a2060v","AnastasiaFB",,0,0,0,0,0,0,0,0,0,0,0
"Total","sisq1a2060v_0516_SmokingTrials_(NoPaidTest)_FB_TriviaLibrary_RSOC_AUBH","sisq1a2060v","AnastasiaFB","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sisq1a2060v_0516_SmokingTrials_(NoPaidTest)_FB_TriviaLibrary_RSOC_AUBH","sisq1a2060v","AnastasiaFB","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sisq1a2060v_0516_SmokingTrials_(NoPaidTest)_FB_TriviaLibrary_RSOC_AUBH","sisq1a2060v","AnastasiaFB","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sisq1a2060v_0516_SmokingTrials_(NoPaidTest)_FB_TriviaLibrary_RSOC_AUBH","sisq1a2060v","AnastasiaFB","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sisq1a2060v_0516_SmokingTrials_(NoPaidTest)_FB_TriviaLibrary_RSOC_AUBH","sisq1a2060v","AnastasiaFB","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sisq1a2060v_0516_SmokingTrials_(NoPaidTest)_FB_TriviaLibrary_RSOC_AUBH","sisq1a2060v","AnastasiaFB","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj",,19932,2322,33,1772,684,846,0.3643410852713178,1.1452539646058377,666.19122520113,521.99,144.20122520113
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-01",1139,121,0,91,28,38,0.3140495867768595,1.1101364522417154,30.247413,27.64,2.607413000000001
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-02",1018,118,4,77,33,42,0.3559322033898305,1.0969827586206897,28.199646,27.57,0.629646000000001
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-03",970,129,13,87,26,38,0.29457364341085274,1.1047835990888382,39.22366884,25.7,13.523668840000003
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-04",1048,108,0,82,36,44,0.4074074074074074,1.1113467656415694,34.8217709573,26.09,8.731770957299997
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-05",1607,195,4,130,62,73,0.37435897435897436,1.1348870056497176,78.194028,52.25,25.944028000000003
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-06",3519,422,4,292,127,151,0.3578199052132701,1.0807739557739557,130.13100456930002,91.39,38.74100456930002
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-07",3405,419,2,318,119,148,0.3532219570405728,1.1831132731063239,99.45108194950002,86.18,13.271081949500015
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-08",3574,407,2,348,122,152,0.37346437346437344,1.1961178045515395,118.26488668892993,89.23,29.03488668892993
"Total","sissti06pc_SeniorGroceryAssistance_0911_Facebook_KnowledgeWarehouse_TJ","sissti06pc","tj","2025-10-09",3652,403,4,347,131,160,0.3970223325062035,1.1814946619217082,107.65772519609999,95.94,11.717725196099991
"Total","sisu21z06lb_TreeRemoval_0925_FB_MIKE","sisu21z06lb","mike",,0,0,0,0,0,0,0,0,0,0,0
"Total","sisu21z06lb_TreeRemoval_0925_FB_MIKE","sisu21z06lb","mike","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sisu21z06lb_TreeRemoval_0925_FB_MIKE","sisu21z06lb","mike","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sisu21z06lb_TreeRemoval_0925_FB_MIKE","sisu21z06lb","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sisu21z06lb_TreeRemoval_0925_FB_MIKE","sisu21z06lb","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sit24l06mu_HomeValue_Facebook_RSOC_SearchAlike","sit24l06mu","tj","2025-10-06",0,0,1,0,0,0,0,0,0,0,0
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj",,42324,1815,1506,760,323,392,0.2159779614325069,1.160070167744765,616.2347218868299,599.45,16.784721886829857
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-01",2487,99,124,57,23,30,0.30303030303030304,1.1599813432835822,47.648922,42.3,5.348922000000002
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-02",3809,200,137,88,32,40,0.2,1.1507552870090634,68.550579,71.07,-2.519420999999994
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-03",4156,189,147,61,36,41,0.21693121693121692,1.2130764740221833,69.43499784,66.47,2.964997839999995
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-04",5086,239,208,95,41,54,0.22594142259414227,1.1572241183162686,84.21876229069998,66.61,17.608762290699985
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-05",6697,273,218,128,41,51,0.18681318681318682,1.2378927911275417,79.10329926809999,81.87,-2.7667007319000163
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-06",5729,202,167,69,33,36,0.1782178217821782,1.1122112211221122,62.515155684599996,67.72,-5.204844315400003
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-07",4932,196,169,74,37,43,0.2193877551020408,1.1414024531358482,66.0378308355,68.27,-2.232169164499993
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-08",5179,218,187,104,42,55,0.25229357798165136,1.1283224400871459,79.36391826923001,69.58,9.783918269230014
"Total","sita1a3066g_PilotTraining_0924_Facebook_KnowledgeWarehouse_TJ","sita1a3066g","tj","2025-10-09",4249,199,149,84,38,42,0.21105527638190955,1.137008295424137,59.361256698700004,65.56,-6.198743301299999
"Total","sitjtw064u_LicensedPracticalNurse_0902_Facebook_KnowledgeWarehouse_TJ","sitjtw064u","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","sitjtw064u_LicensedPracticalNurse_0902_Facebook_KnowledgeWarehouse_TJ","sitjtw064u","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sitjtw064u_LicensedPracticalNurse_0902_Facebook_KnowledgeWarehouse_TJ","sitjtw064u","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sitjtw064u_LicensedPracticalNurse_0902_Facebook_KnowledgeWarehouse_TJ","sitjtw064u","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sitjtw064u_LicensedPracticalNurse_0902_Facebook_KnowledgeWarehouse_TJ","sitjtw064u","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sitjtw064u_LicensedPracticalNurse_0902_Facebook_KnowledgeWarehouse_TJ","sitjtw064u","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sitw2cc06ug_0926_SenInternet_DESKTOP_MIKE","sitw2cc06ug","mike",,0,0,0,0,0,0,0,0,0,0,0
"Total","sitw2cc06ug_0926_SenInternet_DESKTOP_MIKE","sitw2cc06ug","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sitw2cc06ug_0926_SenInternet_DESKTOP_MIKE","sitw2cc06ug","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben",,56627,4242,3030,1387,437,544,0.12824139556812825,1.383609841913651,551.01961657404,778.78,-227.76038342595996
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-01",0,0,38,0,0,0,0,0,0,0,0
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-02",6656,623,425,248,67,88,0.14125200642054575,1.2746074301034087,64.28789117646002,96.54,-32.252108823539984
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-03",6600,484,347,204,62,73,0.15082644628099173,1.3317191283292977,85.90440557139998,98.13,-12.225594428600019
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-04",7670,544,426,210,77,94,0.17279411764705882,1.2360999194198228,97.49896799999999,113.14,-15.64103200000001
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-05",10537,796,535,238,82,109,0.13693467336683418,1.4235341799513646,111.74970989190001,136.09,-24.340290108099992
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-06",9462,736,461,178,58,72,0.09782608695652174,1.3882042253521127,83.81991021427999,123.47,-39.65008978572001
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-07",8834,583,398,149,40,45,0.07718696397941681,1.557200775603737,47.10874452000001,115.38,-68.27125547999998
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-08",6868,476,398,159,51,63,0.1323529411764706,1.4760369653986676,60.64998720000001,96.03,-35.38001279999999
"Total","sityjr06ii_1001_WeighLossTrials_Canada_FB_KW_BH","sityjr06ii","ben","2025-10-09",0,0,2,1,0,0,0,0,0,0,0
"Total","siu8ct06d1_0907_SeniorLiving_TL_BH","siu8ct06d1","ben",,0,0,0,1,0,0,0,0,0,0,0
"Total","siu8ct06d1_0907_SeniorLiving_TL_BH","siu8ct06d1","ben","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siu8ct06d1_0907_SeniorLiving_TL_BH","siu8ct06d1","ben","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siu8ct06d1_0907_SeniorLiving_TL_BH","siu8ct06d1","ben","2025-10-03",0,0,0,1,0,0,0,0,0,0,0
"Total","siu8ct06d1_0907_SeniorLiving_TL_BH","siu8ct06d1","ben","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siu8ct06d1_0907_SeniorLiving_TL_BH","siu8ct06d1","ben","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siu8ct06d1_0907_SeniorLiving_TL_BH","siu8ct06d1","ben","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","siu8ct06d1_0907_SeniorLiving_TL_BH","siu8ct06d1","ben","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siur4w606sd_TreeRemoval_0923_FB_MIKE","siur4w606sd","mike",,0,0,0,0,0,0,0,0,0,0,0
"Total","siur4w606sd_TreeRemoval_0923_FB_MIKE","siur4w606sd","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siur4w606sd_TreeRemoval_0923_FB_MIKE","siur4w606sd","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siur4w606sd_TreeRemoval_0923_FB_MIKE","siur4w606sd","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia",,886,17,63,7,0,1,0.058823529411764705,1.3865414710485133,2.736998035,14.96,-12.223001965000002
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-08",264,2,42,2,0,0,0,1.1785714285714286,0,4.5600000000000005,-4.5600000000000005
"Total","siuz1mk06r0_1008_BoilerReplacement_UK_FB_FoundDelights_RSOC_AU","siuz1mk06r0","Anastasia","2025-10-09",622,15,21,5,0,1,0.06666666666666667,1.4987951807228916,2.736998035,10.4,-7.663001965
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj",,75107,5759,5374,4475,1949,2253,0.3912137523875673,1.074415277877119,1728.0127835927,1162.7,565.3127835927
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-01",433,33,88,31,15,17,0.5151515151515151,1,13.179681,9.94,3.239681000000001
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-02",3477,216,199,164,79,91,0.4212962962962963,1.1062678969137767,86.95646179759997,56.62,30.336461797599974
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-03",5529,393,373,302,148,165,0.4198473282442748,1.0847557386698057,145.82694842799992,82.98,62.84694842799992
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-04",8383,666,600,470,214,244,0.3663663663663664,1.096820620175324,194.00174487209995,119.05,74.95174487209995
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-05",11046,873,783,646,287,334,0.38258877434135163,1.0641618497109826,238.38046569079995,158.02,80.36046569079994
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-06",11984,914,836,740,320,372,0.40700218818380746,1.067712045616536,256.09273886770006,168.53,87.56273886770006
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-07",10323,763,687,588,242,269,0.35255570117955437,1.090995561192137,195.62807378499997,160.86,34.768073784999956
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-08",11295,895,782,712,307,368,0.4111731843575419,1.0807578222179697,286.38993946159985,186.02,100.36993946159984
"Total","siv4qd06j2_HomeValue_1001_Facebook_KnowledgeWarehouse_TJ","siv4qd06j2","tj","2025-10-09",12637,1006,1026,822,337,393,0.39065606361829025,1.0468025182239893,311.55672968990007,220.68,90.87672968990006
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj",,4269,261,221,55,17,18,0.06896551724137931,1.4495755517826825,12.521148,49.91,-37.388852
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-02",2658,176,167,43,15,16,0.09090909090909091,1.5136674259681093,12.151287,31.35,-19.198713
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-03",1611,85,53,12,2,2,0.023529411764705882,1.3549201009251473,0.369861,18.56,-18.190139
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-05",0,0,1,0,0,0,0,0,0,0,0
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","siv83v306fv_1001_DisabilityLawyer_KnowledgeWarehouse_TJ","siv83v306fv","tj","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia",,11005,987,259,728,275,342,0.3465045592705167,1.44327868852459,393.7263067821,436.02,-42.2936932179
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-01",1009,88,13,92,33,46,0.5227272727272727,1.4414285714285715,74.34617351460003,48.42,25.926173514600023
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-02",1411,139,27,124,42,49,0.35251798561151076,1.4759414225941423,54.66432459520001,52.83,1.834324595200009
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-03",1156,104,26,83,31,39,0.375,1.4254007398273736,41.49082656,48.53,-7.039173439999999
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-04",977,92,27,45,24,25,0.2717391304347826,1.4560357675111772,30.066993000000004,42.43,-12.363006999999996
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-05",1374,113,31,69,31,37,0.3274336283185841,1.4327424400417101,64.1056164227,59.6,4.505616422699994
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-06",1478,116,36,96,39,45,0.3879310344827586,1.522142121524202,37.82355573839999,55.25,-17.42644426160001
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-07",1051,89,14,74,27,37,0.4157303370786517,1.3720626631853785,26.769684278500005,38.41,-11.640315721499991
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-08",1498,152,40,93,30,41,0.26973684210526316,1.4787759131293188,36.139136974,53.64,-17.500863025999998
"Total","sive28p060q_0918_RoofRepairGrants_FB_KnowlWarehouse_RSOC_AU","sive28p060q","Anastasia","2025-10-09",1051,94,45,52,18,23,0.24468085106382978,1.3508997429305913,28.319995698699998,36.91,-8.590004301299999
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB",,0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-08",0,0,0,0,0,0,0,0,0,0,0
"Total","sivi1dm06uq_0522_SmokingTrials_(Paid to NoPaid)_FB_TriviaLibrary_RSOC_AUBH","sivi1dm06uq","AnastasiaFB","2025-10-09",0,0,0,0,0,0,0,0,0,0,0
"Total","sivma6065u_CruiseVacationPackages_0925_Facebook_KnowledgeWarehouse_MIKE","sivma6065u","mike",,413,11,8,1,1,1,0.09090909090909091,1.1072386058981234,0.2576,63.25,-62.9924
"Total","sivma6065u_CruiseVacationPackages_0925_Facebook_KnowledgeWarehouse_MIKE","sivma6065u","mike","2025-10-02",413,11,8,1,1,1,0.09090909090909091,1.1072386058981234,0.2576,63.25,-62.9924
"Total","sivma6065u_CruiseVacationPackages_0925_Facebook_KnowledgeWarehouse_MIKE","sivma6065u","mike","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sivma6065u_CruiseVacationPackages_0925_Facebook_KnowledgeWarehouse_MIKE","sivma6065u","mike","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
"Total","sivma6065u_CruiseVacationPackages_0925_Facebook_KnowledgeWarehouse_MIKE","sivma6065u","mike","2025-10-06",0,0,0,0,0,0,0,0,0,0,0
"Total","sivma6065u_CruiseVacationPackages_0925_Facebook_KnowledgeWarehouse_MIKE","sivma6065u","mike","2025-10-07",0,0,0,0,0,0,0,0,0,0,0
"Total","sivw9006sk_FenceConstruction_0820_FB_TJ","sivw9006sk","tj",,0,0,0,0,0,0,0,0,0,0,0
"Total","sivw9006sk_FenceConstruction_0820_FB_TJ","sivw9006sk","tj","2025-10-01",0,0,0,0,0,0,0,0,0,0,0
"Total","sivw9006sk_FenceConstruction_0820_FB_TJ","sivw9006sk","tj","2025-10-02",0,0,0,0,0,0,0,0,0,0,0
"Total","sivw9006sk_FenceConstruction_0820_FB_TJ","sivw9006sk","tj","2025-10-03",0,0,0,0,0,0,0,0,0,0,0
"Total","sivw9006sk_FenceConstruction_0820_FB_TJ","sivw9006sk","tj","2025-10-04",0,0,0,0,0,0,0,0,0,0,0
"Total","sivw9006sk_FenceConstruction_0820_FB_TJ","sivw9006sk","tj","2025-10-05",0,0,0,0,0,0,0,0,0,0,0
